Local,Preço,Área,Quartos,Banheiros,Vagas,Link
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 15.000/mêsCond. R$ 2.509 • IPTU R$ 1.539,Tamanho do imóvel 340 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-barra-da-tijuca-rio-de-janeiro-340m2-id-2827094124/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 3.000/mêsCond. R$ 1.100 • IPTU R$ 220,Tamanho do imóvel 74 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-74m2-id-2827351119/?source=ranking%2Crp
"Apartamento para alugar em Taquara, Rio de Janeiro",R$ 1.400/mêsCond. R$ 548 • IPTU R$ 73,Tamanho do imóvel 48 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-taquara-rio-de-janeiro-48m2-id-2826771936/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 5.000/mêsCond. R$ 2.215 • IPTU R$ 410Preço abaixo do mercado,Tamanho do imóvel 110 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-110m2-id-2828578849/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 16.000/mêsCond. R$ 982 • IPTU R$ 5.020,Tamanho do imóvel 180 m²,Quantidade de quartos 4,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-elevador-ipanema-rio-de-janeiro-180m2-id-2825511721/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 6.996/mêsCond. R$ 2.260 • IPTU R$ 440,Tamanho do imóvel 116 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-116m2-id-2794255347/?source=ranking%2Crp
"Apartamento para alugar em Realengo, Rio de Janeiro",R$ 1.400/mêsCond. R$ 160,Tamanho do imóvel 50 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-realengo-rio-de-janeiro-50m2-id-2632975177/?source=ranking%2Crp
"Apartamento para alugar em Botafogo, Rio de Janeiro",R$ 4.900/mêsCond. R$ 1.200 • IPTU R$ 300,Tamanho do imóvel 80 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-botafogo-rio-de-janeiro-80m2-id-2740073848/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 7.000/mêsCond. R$ 2.030 • IPTU R$ 427,Tamanho do imóvel 140 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-140m2-id-2827042734/?source=ranking%2Crp
"Apartamento para alugar em Humaitá, Rio de Janeiro",R$ 5.300/mêsCond. R$ 950 • IPTU R$ 363,Tamanho do imóvel 115 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-humaita-rio-de-janeiro-115m2-id-2827220818/?source=ranking%2Crp
"Apartamento para alugar em Jardim Guanabara, Rio de Janeiro",R$ 2.000/mêsCond. R$ 520 • IPTU R$ 130,Tamanho do imóvel 74 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-area-de-servico-jardim-guanabara-rio-de-janeiro-74m2-id-2826736047/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 4.500/mêsCond. R$ 1.380 • IPTU R$ 425,Tamanho do imóvel 54 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-barra-da-tijuca-rio-de-janeiro-54m2-id-2827305719/?source=ranking%2Crp
"Apartamento para alugar em Pechincha, Rio de Janeiro",R$ 1.600/mêsCond. R$ 650 • IPTU R$ 109,Tamanho do imóvel 53 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-pechincha-rio-de-janeiro-53m2-id-2827093051/?source=ranking%2Crp
"Apartamento para alugar em Penha Circular, Rio de Janeiro",R$ 900/mêsCond. R$ 580 • IPTU R$ 60,Tamanho do imóvel 90 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-penha-circular-rio-de-janeiro-90m2-id-2827382741/?source=ranking%2Crp
"Apartamento para alugar em Grajaú, Rio de Janeiro",R$ 2.200/mêsCond. R$ 743 • IPTU R$ 124,Tamanho do imóvel 61 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-elevador-grajau-rio-de-janeiro-61m2-id-2827012027/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.000/mêsCond. R$ 1.100 • IPTU R$ 305,Tamanho do imóvel 120 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-120m2-id-2826750617/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.000/mêsCond. R$ 1.000 • IPTU R$ 220,Tamanho do imóvel 70 m²,Quantidade de quartos 2,Quantidade de banheiros 2-3,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 6.200/mêsCond. R$ 2.200 • IPTU R$ 4.086,Tamanho do imóvel 122 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-rj-122m2-id-2817205413/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 16.000/mêsCond. R$ 5.017 • IPTU R$ 1.300,Tamanho do imóvel 200 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-elevador-ipanema-zona-sul-rio-de-janeiro-rj-200m2-id-2826997015/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 25.000/mêsCond. R$ 3.705 • IPTU R$ 1.743,Tamanho do imóvel 300 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-300m2-id-2826884340/?source=ranking%2Crp
"Apartamento para alugar em Tijuca, Rio de Janeiro",R$ 2.800/mêsCond. R$ 820 • IPTU R$ 129,Tamanho do imóvel 74 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-tijuca-rio-de-janeiro-74m2-id-2827414519/?source=ranking%2Crp
"Apartamento para alugar em Humaitá, Rio de Janeiro",R$ 5.200/mêsCond. R$ 400 • IPTU R$ 221,Tamanho do imóvel 71 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-ar-condicionado-humaita-rio-de-janeiro-71m2-id-2827390340/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.500/mêsCond. R$ 850 • IPTU R$ 254,Tamanho do imóvel 85 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-recreio-dos-bandeirantes-rio-de-janeiro-85m2-id-2818399019/?source=ranking%2Crp
"Apartamento para alugar em Jacarepaguá, Rio de Janeiro",R$ 2.500/mêsCond. R$ 890 • IPTU R$ 220,Tamanho do imóvel 94 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-jacarepagua-rio-de-janeiro-94m2-id-2672456630/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 3.150/mêsCond. R$ 1.200 • IPTU R$ 139,Tamanho do imóvel 68 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-olimpica-rio-de-janeiro-68m2-id-2827415117/?source=ranking%2Crp
"Apartamento para alugar em Penha Circular, Rio de Janeiro",R$ 900/mês,Tamanho do imóvel 77 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-penha-circular-rio-de-janeiro-77m2-id-2826898636/?source=ranking%2Crp
"Apartamento para alugar em Vila Isabel, Rio de Janeiro",R$ 1.400/mêsCond. R$ 620,Tamanho do imóvel 55 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-vila-isabel-rio-de-janeiro-55m2-id-2826818220/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 2.700/mêsCond. R$ 800 • IPTU R$ 135Preço abaixo do mercado,Tamanho do imóvel 67 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-olimpica-rio-de-janeiro-67m2-id-2827152816/?source=ranking%2Crp
"Apartamento para alugar em Cordovil, Rio de Janeiro",R$ 1.500/mêsCond. R$ 833 • IPTU R$ 60,Tamanho do imóvel 50 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-cordovil-rio-de-janeiro-50m2-id-2821829254/?source=ranking%2Crp
"Apartamento para alugar em Rocha Miranda, Rio de Janeiro",R$ 1.350/mêsCond. R$ 430,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-rocha-miranda-rio-de-janeiro-60m2-id-2827050242/?source=ranking%2Crp
"Apartamento para alugar em Taquara, Rio de Janeiro",R$ 1.100/mêsPreço abaixo do mercado,Tamanho do imóvel 70 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-taquara-rio-de-janeiro-70m2-id-2826775020/?source=ranking%2Crp
"Apartamento para alugar em Vila Isabel, Rio de Janeiro",R$ 2.600/mêsCond. R$ 850 • IPTU R$ 130,Tamanho do imóvel 98 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-vila-isabel-rio-de-janeiro-98m2-id-2684059035/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.800/mêsCond. R$ 1.070 • IPTU R$ 3.200Preço abaixo do mercado,Tamanho do imóvel 140 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-recreio-dos-bandeirantes-rio-de-janeiro-140m2-id-2813508918/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 1.800/mêsCond. R$ 100,Tamanho do imóvel 70 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-recreio-dos-bandeirantes-rio-de-janeiro-70m2-id-2826836314/?source=ranking%2Crp
"Apartamento para alugar em Madureira, Rio de Janeiro",R$ 1.200/mês,Tamanho do imóvel 52 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-madureira-rio-de-janeiro-52m2-id-2816717328/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 5.500/mêsCond. R$ 1.805 • IPTU R$ 300,Tamanho do imóvel 80 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-80m2-id-2827179822/?source=ranking%2Crp
"Apartamento para alugar em Riachuelo, Rio de Janeiro",R$ 1.300/mêsCond. R$ 400Preço abaixo do mercado,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-riachuelo-rio-de-janeiro-60m2-id-2827255665/?source=ranking%2Crp
"Apartamento para alugar em Anil, Rio de Janeiro",R$ 2.000/mêsCond. R$ 644,Tamanho do imóvel 49 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-anil-rio-de-janeiro-49m2-id-2826601113/?source=ranking%2Crp
"Apartamento para alugar em Lins de Vasconcelos, Rio de Janeiro",R$ 1.229/mêsCond. R$ 708,Tamanho do imóvel 51 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-lins-de-vasconcelos-rio-de-janeiro-51m2-id-2827362570/?source=ranking%2Crp
"Apartamento para alugar em Todos os Santos, Rio de Janeiro",R$ 1.600/mêsCond. R$ 709 • IPTU R$ 76,Tamanho do imóvel 65 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-todos-os-santos-rio-de-janeiro-65m2-id-2826896280/?source=ranking%2Crp
"Apartamento para alugar em Campo Grande, Rio de Janeiro",R$ 1.300/mês,Tamanho do imóvel 45 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-campo-grande-rio-de-janeiro-45m2-id-2827304816/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 2.300/mêsCond. R$ 725 • IPTU R$ 168,Tamanho do imóvel 52 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-recreio-dos-bandeirantes-rio-de-janeiro-52m2-id-2827387719/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 6.500/mêsCond. R$ 1.541 • IPTU R$ 341,Tamanho do imóvel 111 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-olimpica-rio-de-janeiro-111m2-id-2827174243/?source=ranking%2Crp
"Duplex para alugar em São Francisco Xavier, Rio de Janeiro",R$ 3.500/mêsCond. R$ 900 • IPTU R$ 1.868,Tamanho do imóvel 90 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-sao-francisco-xavier-rio-de-janeiro-90m2-id-2765165079/?source=ranking%2Crp
"Apartamento para alugar em Santa Cruz, Rio de Janeiro",R$ 800/mês,Tamanho do imóvel 40 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-playground-santa-cruz-rio-de-janeiro-40m2-id-2826112952/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 23.000/mêsCond. R$ 2.000 • IPTU R$ 9.000,Tamanho do imóvel 90 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-leblon-rio-de-janeiro-90m2-id-2804567979/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.000/mêsCond. R$ 1.123 • IPTU R$ 340,Tamanho do imóvel 100 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-100m2-id-2827357121/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 8.000/mêsCond. R$ 4.629 • IPTU R$ 1.275Preço abaixo do mercado,Tamanho do imóvel 236 m²,Quantidade de quartos 4,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-copacabana-zona-sul-rio-de-janeiro-rj-236m2-id-2803546879/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 30.000/mêsCond. R$ 5.500 • IPTU R$ 1.750,Tamanho do imóvel 266 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-266m2-id-2745581095/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 20.000/mêsCond. R$ 2.237 • IPTU R$ 1.500,Tamanho do imóvel 120 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-120m2-id-2824075544/?source=ranking%2Crp
"Apartamento para alugar em Tanque, Rio de Janeiro",R$ 1.500/mêsCond. R$ 512 • IPTU R$ 714,Tamanho do imóvel 83 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-tanque-rio-de-janeiro-83m2-id-2827366061/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 5.000/mêsCond. R$ 1.300 • IPTU R$ 280,Tamanho do imóvel 80 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-barra-olimpica-rio-de-janeiro-80m2-id-2827275813/?source=ranking%2Crp
"Apartamento para alugar em Anil, Rio de Janeiro",R$ 2.200/mêsCond. R$ 740 • IPTU R$ 109,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-anil-rio-de-janeiro-60m2-id-2827580349/?source=ranking%2Crp
"Apartamento para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 2.200/mêsCond. R$ 913 • IPTU R$ 77,Tamanho do imóvel 65 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-freguesia-jacarepagua-rio-de-janeiro-65m2-id-2827404717/?source=ranking%2Crp
"Apartamento para alugar em Vila da Penha, Rio de Janeiro",R$ 2.000/mêsCond. R$ 330 • IPTU R$ 65,Tamanho do imóvel 80 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-vila-da-penha-rio-de-janeiro-80m2-id-2827363934/?source=ranking%2Crp
"Apartamento para alugar em Tijuca, Rio de Janeiro",R$ 3.500/mêsCond. R$ 1.341 • IPTU R$ 2.670,Tamanho do imóvel 123 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-tijuca-rio-de-janeiro-123m2-id-2827257841/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.346/mêsCond. R$ 1.598 • IPTU R$ 4.460Preço abaixo do mercado,Tamanho do imóvel 148 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-148m2-id-2771784085/?source=ranking%2Crp
"Apartamento para alugar em Centro, Rio de Janeiro",R$ 2.200/mêsCond. R$ 650 • IPTU R$ 90,Tamanho do imóvel 45 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-centro-rio-de-janeiro-45m2-id-2827169372/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.500/mêsCond. R$ 1.300 • IPTU R$ 330,Tamanho do imóvel 110 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-recreio-dos-bandeirantes-rio-de-janeiro-110m2-id-2817849138/?source=ranking%2Crp
